Time	Current
0.00000	0.0000e+00
0.00054	0.0000e+00
0.00108	0.0000e+00
0.00162	0.0000e+00
0.00216	0.0000e+00
0.00270	0.0000e+00
0.00324	0.0000e+00
0.00378	0.0000e+00
0.00432	0.0000e+00
0.00486	0.0000e+00
0.00540	0.0000e+00
0.00594	0.0000e+00
0.00648	0.0000e+00
0.00702	0.0000e+00
0.00756	0.0000e+00
0.00810	0.0000e+00
0.00864	0.0000e+00
0.00918	0.0000e+00
0.00972	0.0000e+00
0.01026	0.0000e+00
0.01080	0.0000e+00
0.01134	0.0000e+00
0.01188	0.0000e+00
0.01242	0.0000e+00
0.01296	0.0000e+00
0.01350	0.0000e+00
0.01404	0.0000e+00
0.01458	0.0000e+00
0.01512	0.0000e+00
0.01566	0.0000e+00
0.01620	0.0000e+00
0.01674	0.0000e+00
0.01728	0.0000e+00
0.01782	0.0000e+00
0.01836	0.0000e+00
0.01890	0.0000e+00
0.01944	0.0000e+00
0.01998	0.0000e+00
0.02052	0.0000e+00
0.02106	0.0000e+00
0.02160	0.0000e+00
0.02214	0.0000e+00
0.02268	0.0000e+00
0.02322	0.0000e+00
0.02376	0.0000e+00
0.02430	0.0000e+00
0.02484	0.0000e+00
0.02538	0.0000e+00
0.02592	0.0000e+00
0.02646	0.0000e+00
0.02700	0.0000e+00
0.02754	0.0000e+00
0.02808	0.0000e+00
0.02862	0.0000e+00
0.02916	0.0000e+00
0.02970	0.0000e+00
0.03024	0.0000e+00
0.03078	0.0000e+00
0.03132	0.0000e+00
0.03186	0.0000e+00
0.03240	0.0000e+00
0.03294	0.0000e+00
0.03348	0.0000e+00
0.03402	0.0000e+00
0.03456	0.0000e+00
0.03510	0.0000e+00
0.03564	0.0000e+00
0.03618	0.0000e+00
0.03672	0.0000e+00
0.03726	0.0000e+00
0.03780	0.0000e+00
0.03834	0.0000e+00
0.03888	0.0000e+00
0.03942	0.0000e+00
0.03996	0.0000e+00
0.04050	0.0000e+00
0.04104	0.0000e+00
0.04158	0.0000e+00
0.04212	0.0000e+00
0.04266	0.0000e+00
0.04320	0.0000e+00
0.04374	0.0000e+00
0.04428	0.0000e+00
0.04482	0.0000e+00
0.04536	0.0000e+00
0.04590	0.0000e+00
0.04644	0.0000e+00
0.04698	0.0000e+00
0.04752	0.0000e+00
0.04806	0.0000e+00
0.04860	0.0000e+00
0.04914	0.0000e+00
0.04968	0.0000e+00
0.05022	0.0000e+00
0.05076	0.0000e+00
0.05130	0.0000e+00
0.05184	0.0000e+00
0.05238	0.0000e+00
0.05292	0.0000e+00
0.05346	0.0000e+00
0.05400	0.0000e+00
0.05454	0.0000e+00
0.05508	0.0000e+00
0.05562	0.0000e+00
0.05616	0.0000e+00
0.05670	0.0000e+00
0.05724	0.0000e+00
0.05778	0.0000e+00
0.05832	0.0000e+00
0.05886	0.0000e+00
0.05940	0.0000e+00
0.05994	0.0000e+00
0.06048	0.0000e+00
0.06102	0.0000e+00
0.06156	0.0000e+00
0.06210	0.0000e+00
0.06264	0.0000e+00
0.06318	0.0000e+00
0.06372	0.0000e+00
0.06426	0.0000e+00
0.06480	0.0000e+00
0.06534	0.0000e+00
0.06588	0.0000e+00
0.06642	0.0000e+00
0.06696	0.0000e+00
0.06750	0.0000e+00
0.06804	0.0000e+00
0.06858	0.0000e+00
0.06912	0.0000e+00
0.06966	0.0000e+00
0.07020	0.0000e+00
0.07074	0.0000e+00
0.07128	0.0000e+00
0.07182	0.0000e+00
0.07236	0.0000e+00
0.07290	0.0000e+00
0.07344	0.0000e+00
0.07398	0.0000e+00
0.07452	0.0000e+00
0.07506	0.0000e+00
0.07560	0.0000e+00
0.07614	0.0000e+00
0.07668	0.0000e+00
0.07722	0.0000e+00
0.07776	0.0000e+00
0.07830	0.0000e+00
0.07884	0.0000e+00
0.07938	0.0000e+00
0.07992	0.0000e+00
0.08046	0.0000e+00
0.08100	0.0000e+00
0.08154	0.0000e+00
0.08208	0.0000e+00
0.08262	0.0000e+00
0.08316	0.0000e+00
0.08370	0.0000e+00
0.08424	0.0000e+00
0.08478	0.0000e+00
0.08532	0.0000e+00
0.08586	0.0000e+00
0.08640	0.0000e+00
0.08694	0.0000e+00
0.08748	0.0000e+00
0.08802	0.0000e+00
0.08856	0.0000e+00
0.08910	0.0000e+00
0.08964	0.0000e+00
0.09018	0.0000e+00
0.09072	0.0000e+00
0.09126	0.0000e+00
0.09180	0.0000e+00
0.09234	0.0000e+00
0.09288	0.0000e+00
0.09342	0.0000e+00
0.09396	0.0000e+00
0.09450	0.0000e+00
0.09504	0.0000e+00
0.09558	0.0000e+00
0.09612	0.0000e+00
0.09666	0.0000e+00
0.09720	0.0000e+00
0.09774	0.0000e+00
0.09828	0.0000e+00
0.09882	0.0000e+00
0.09936	0.0000e+00
0.09990	0.0000e+00
0.10044	0.0000e+00
0.10098	0.0000e+00
0.10152	0.0000e+00
0.10206	0.0000e+00
0.10260	0.0000e+00
0.10314	0.0000e+00
0.10368	0.0000e+00
0.10422	0.0000e+00
0.10476	0.0000e+00
0.10530	0.0000e+00
0.10584	0.0000e+00
0.10638	0.0000e+00
0.10692	0.0000e+00
0.10746	0.0000e+00
0.10800	0.0000e+00
0.10854	0.0000e+00
0.10908	0.0000e+00
0.10962	0.0000e+00
0.11016	0.0000e+00
0.11070	0.0000e+00
0.11124	0.0000e+00
0.11178	0.0000e+00
0.11232	0.0000e+00
0.11286	0.0000e+00
0.11340	0.0000e+00
0.11394	0.0000e+00
0.11448	0.0000e+00
0.11502	0.0000e+00
0.11556	0.0000e+00
0.11610	0.0000e+00
0.11664	0.0000e+00
0.11718	0.0000e+00
0.11772	0.0000e+00
0.11826	0.0000e+00
0.11880	0.0000e+00
0.11934	0.0000e+00
0.11988	0.0000e+00
0.12042	0.0000e+00
0.12096	0.0000e+00
0.12150	0.0000e+00
0.12204	0.0000e+00
0.12258	0.0000e+00
